CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited
650,France,Male,34,106005.54,1,0,142995.32,Stay
529,France,Female,31,152310.55,1,1,13054.25,Stay
585,France,Female,43,0,2,1,89402.54,Stay
668,Spain,Male,32,134446.04,1,0,111241.37,Stay
591,France,Female,38,142289.28,1,0,119638.85,Stay
731,France,Male,19,0,2,1,151581.79,Stay
754,France,Female,45,0,1,1,73881.68,Churn
650,Germany,Female,46,149003.76,2,1,176902.83,Stay
588,Germany,Male,41,131341.46,2,0,7034.94,Stay
712,Spain,Female,29,77919.78,1,1,122547.58,Stay
691,France,Female,34,0,2,0,161559.12,Stay
771,France,Female,41,108309,4,1,137510.41,Churn
678,Spain,Female,39,0,1,0,185366.56,Stay
719,Spain,Female,40,0,2,1,182224.14,Stay
610,Germany,Male,36,115462.02,1,0,42581.04,Stay
722,Spain,Male,37,0,2,1,31921.95,Stay
758,Germany,Female,23,122739.1,1,1,102460.84,Churn
709,France,Female,32,0,2,0,109681.29,Stay
634,Germany,Female,53,113781.5,2,1,106345.05,Churn
678,Spain,Female,49,0,2,1,102472.9,Stay
633,France,Male,35,0,2,1,36249.76,Stay
710,France,Male,43,128284.45,1,1,32996.89,Churn
640,Germany,Male,45,120591.19,1,0,195123.94,Stay
656,France,Male,63,0,2,0,57014.43,Stay
551,France,Female,59,166968.28,1,1,159483.76,Churn
786,Spain,Female,39,0,2,0,100929.59,Stay
561,France,Female,49,0,2,1,12513.07,Stay
807,Spain,Male,42,0,2,1,74900.9,Stay
602,Germany,Male,38,71667.97,2,0,137111.89,Stay
727,Germany,Female,31,82729.47,2,1,60212.51,Stay
678,France,Male,40,0,2,1,187343.4,Stay
730,France,Male,23,0,2,1,183284.53,Stay
596,Spain,Female,30,0,2,1,8125.39,Stay
686,Germany,Male,39,129626.19,2,1,103220.56,Stay
684,Germany,Female,26,114035.39,1,0,96885.19,Stay
797,Germany,Male,32,151922.94,1,1,8877.06,Stay
658,France,Female,39,0,1,1,147530.06,Stay
653,Spain,Female,27,107751.68,2,1,33389.42,Stay
641,France,Male,37,0,2,1,45309.24,Stay
656,Spain,Female,41,101179.23,2,1,35230.61,Stay
750,Spain,Female,36,0,2,1,59816.41,Stay
768,France,Female,40,0,2,0,69080.46,Stay
568,France,Male,33,0,2,1,143450.61,Stay
706,Germany,Male,36,58571.18,2,1,40774.01,Stay
430,Germany,Female,38,153058.64,1,1,99377.27,Stay
745,Germany,Male,35,98270.34,1,1,133617.43,Stay
747,France,Male,43,130788.71,1,0,101495,Churn
657,Germany,Male,40,99165.84,1,0,119333.95,Churn
639,France,Female,42,0,2,0,167682.37,Stay
704,France,Male,44,0,2,0,152884.85,Stay
651,Spain,Male,23,115636.05,2,1,70400.86,Stay
706,Germany,Female,44,185932.18,2,1,65413.41,Stay
632,Germany,Male,30,72549,2,0,182728.8,Stay
751,France,Male,42,0,2,1,81442.6,Stay
767,France,Female,35,0,2,0,144251.38,Stay
741,France,Male,39,0,1,0,40207.06,Stay
651,Germany,Male,29,121890.06,1,1,54530.51,Churn
601,France,Male,46,99786.07,1,1,32683.88,Churn
520,France,Male,34,0,2,1,104703.96,Stay
626,Germany,Male,27,115084.53,2,0,26907.43,Stay
811,France,Male,30,0,2,1,180591.32,Stay
730,France,Female,32,127661.69,1,0,60905.51,Stay
604,Germany,Female,47,118907.6,1,0,47777.15,Churn
499,Germany,Female,44,77627.33,2,1,108222.68,Stay
754,Spain,Male,40,160625.17,1,0,3554.63,Stay
716,Spain,Female,29,0,2,0,78616.92,Stay
636,France,Female,20,124266.86,1,0,100566.81,Stay
470,France,Female,25,127974.06,2,1,183259.35,Stay
444,France,Male,43,0,2,1,159131.21,Stay
809,Spain,Female,48,0,1,1,160976.85,Churn
850,Germany,Female,30,104911.35,2,1,42933.26,Stay
637,France,Male,27,0,2,1,91291.2,Stay
512,France,Male,43,0,2,1,52471.36,Stay
774,Spain,Female,43,110646.54,1,0,108804.28,Stay
641,France,Male,57,0,2,1,122449.18,Stay
586,Germany,Male,42,126704.49,2,1,41682.3,Stay
611,France,Male,30,0,2,1,148887.69,Stay
660,Spain,Male,31,84560.04,1,1,137784.25,Stay
532,France,Male,43,0,2,0,190573.91,Churn
557,Germany,Female,38,129893.56,1,0,102076.03,Stay
730,Spain,Male,25,167385.81,1,1,56307.51,Stay
535,France,Female,27,0,2,0,49775.58,Stay
773,Germany,Female,36,105858.71,1,0,4395.45,Stay
510,Germany,Female,44,123070.89,1,1,28461.29,Churn
539,France,Male,39,0,1,1,28184.7,Stay
690,Spain,Female,48,0,2,1,3149.1,Stay
821,France,Female,40,0,2,1,194273.12,Stay
687,Germany,Male,35,125141.24,2,1,148537.07,Stay
557,France,Female,46,96173.17,2,1,116378.31,Stay
532,Spain,Female,37,0,2,0,6761.84,Stay
540,Spain,Male,39,0,2,1,81995.92,Stay
705,France,Female,55,0,2,1,14392.68,Stay
542,Germany,Female,35,127543.11,2,1,468.94,Churn
706,France,Male,38,0,2,1,122379.54,Stay
765,France,Female,56,0,1,1,13228.93,Churn
529,France,Male,67,103101.56,2,1,154002.02,Churn
714,France,Male,54,126113.28,1,1,112777.38,Stay
582,France,Male,41,40488.76,1,1,128528.83,Stay
609,Germany,Female,40,137389.77,2,1,170122.22,Stay
518,France,Female,28,85146.36,1,0,2803.89,Stay
791,Germany,Male,35,129828.58,1,1,181918.26,Churn
747,France,Male,42,80214.36,1,1,115241.96,Churn
565,France,Female,40,0,2,1,129956.13,Stay
735,France,Male,34,141796.43,1,1,45858.49,Stay
697,France,Female,49,195238.29,4,0,131083.56,Churn
813,Germany,Male,27,111348.15,1,1,46422.46,Stay
772,France,Male,43,0,2,1,57675.88,Stay
606,France,Female,71,0,2,1,169741.96,Stay
667,Germany,Female,42,64404.26,2,0,26022.37,Stay
637,Germany,Male,40,154309.67,1,1,125334.16,Churn
542,France,Male,67,129431.36,1,0,21343.74,Stay
762,Spain,Female,43,134204.67,1,1,139971.01,Stay
698,France,Female,39,0,2,0,47455.82,Stay
850,France,Female,32,0,2,1,55593.8,Stay
621,France,Female,50,0,2,1,191756.54,Churn
671,Germany,Female,48,116711.06,2,0,76373.38,Stay
775,France,Male,31,0,2,1,169278.51,Stay
504,Spain,Male,34,54980.81,1,1,136909.88,Stay
751,Spain,Female,37,99773.85,2,1,54865.92,Stay
691,Germany,Male,30,101231.77,2,0,156529.44,Stay
841,Germany,Male,32,117070.21,1,1,113482.2,Stay
709,Germany,Male,23,73314.04,2,1,63446.47,Stay
673,France,Male,37,0,1,1,13624.02,Stay
541,France,Male,37,212314.03,1,0,148814.54,Stay
661,France,Female,31,136067.82,2,1,65567.91,Stay
784,Spain,Female,42,109052.04,2,1,6409.55,Stay
742,France,Female,35,79126.17,1,1,126997.53,Stay
850,Spain,Female,55,0,1,0,171762.87,Churn
443,France,Female,35,108308,1,1,129031.19,Churn
778,Germany,Female,48,102290.56,2,1,182691.31,Stay
529,France,Male,39,102025.08,2,1,12351.01,Stay
678,Germany,Female,37,113383.07,1,1,135123.96,Stay
516,Spain,Female,65,102541.1,1,1,181490.42,Stay
469,Spain,Male,35,0,2,1,186490.37,Stay
786,Spain,Male,40,0,2,0,41248.8,Stay
703,France,Female,41,109941.51,1,1,116267.28,Stay
579,Germany,Male,41,141749.68,1,0,9201.53,Stay
565,France,Male,38,0,2,0,80630.32,Stay
443,France,Male,44,0,1,1,159165.7,Stay
589,France,Male,37,85146.48,2,1,86490.09,Churn
691,France,Female,44,134066.1,2,1,197572.41,Stay
711,France,Female,28,0,2,0,105159.89,Stay
775,Spain,Male,27,0,1,1,40807.26,Stay
621,France,Male,35,87619.29,1,1,143.34,Stay
350,France,Male,51,0,1,1,125823.79,Churn
668,Spain,Female,30,0,2,1,138465.7,Stay
633,Spain,Male,27,0,2,1,44008.91,Stay
697,Germany,Male,43,103409.16,1,1,66893.28,Churn
734,Germany,Female,30,123040.38,1,1,76503.06,Stay
434,France,Male,41,108128.52,1,0,56784.11,Stay
646,Germany,Male,48,169023.33,2,1,175657.55,Stay
764,France,Male,30,0,2,0,105155.66,Stay
727,Spain,Female,41,0,2,0,47468.56,Stay
724,France,Female,29,0,2,0,64729.51,Stay
749,Spain,Male,42,222267.63,1,0,101108.85,Churn
706,Germany,Female,47,144090.42,1,1,140938.95,Churn
728,France,Male,30,114835.43,1,0,37662.49,Stay
636,France,Male,44,0,2,0,86414.41,Stay
634,France,Male,34,145030.92,1,1,41820.65,Stay
627,France,Male,43,71240.3,1,0,127734.16,Stay
518,France,Male,59,138772.15,1,0,123872,Stay
687,Spain,Female,29,93617.07,1,0,113050.92,Stay
622,Spain,Female,23,0,2,1,131389.39,Stay
693,Spain,Female,45,0,2,1,26589.56,Stay
450,Spain,Male,25,74237.2,2,0,195463.35,Stay
664,Germany,Female,49,127421.78,2,1,108876.75,Churn
663,Spain,Female,28,61274.7,2,1,136054.45,Stay
660,France,Male,34,106486.66,2,0,182262.66,Stay
579,France,Female,29,73194.52,2,1,129209.09,Stay
655,Germany,Female,44,146498.76,1,1,64853.51,Churn
683,France,Male,47,0,2,1,148989.15,Stay
655,France,Female,32,0,1,1,71047.51,Stay
575,Spain,Female,30,0,2,1,185341.63,Stay
574,Spain,Male,30,120355,1,1,137793.35,Stay
795,France,Male,32,117265.21,1,1,198317.23,Stay
776,France,Female,43,0,2,0,162137.5,Stay
707,Spain,Female,52,0,1,1,109688.82,Churn
705,Germany,Female,37,109974.22,1,1,36320.87,Churn
678,Germany,Female,44,98009.13,2,0,31384.86,Stay
663,France,Male,34,0,1,1,114083.73,Stay
748,France,Male,66,0,1,1,163331.65,Stay
677,Spain,Female,34,171671.9,1,1,50777.77,Stay
634,Spain,Male,63,0,2,1,30772.86,Churn
350,France,Female,60,0,1,0,113796.15,Churn
727,France,Male,61,128213.96,2,1,188729.08,Churn
773,Germany,Male,51,116197.65,2,1,86701.4,Stay
675,France,Male,39,0,2,1,153129.22,Stay
649,Spain,Female,36,86607.39,1,0,19825.09,Stay
552,France,Male,29,0,2,1,12186.83,Stay
761,Germany,Male,62,98854.34,1,0,86920.97,Churn
622,France,Male,31,0,1,1,35408.77,Stay
615,France,Male,59,0,2,1,165576.55,Stay
681,Germany,Male,31,97338.19,2,0,48226.76,Stay
768,France,Male,30,0,2,1,199454.37,Stay
617,Spain,Male,34,0,2,1,118749.58,Stay
452,France,Female,33,131698.57,2,1,151623.91,Stay
807,Germany,Male,37,130110.45,2,0,172097.95,Stay
567,Spain,Male,44,0,2,1,87677.15,Stay
603,Spain,Male,24,165149.13,2,1,21858.28,Stay
617,Spain,Female,37,101707.8,1,1,123866.28,Stay
701,France,Female,34,105588.66,1,0,74694.41,Stay
820,Germany,Male,39,111336.89,1,1,16770.31,Churn
438,France,Male,60,78391.17,1,0,49424.6,Stay
600,Spain,Female,27,0,2,1,172031.22,Stay
782,France,Male,34,0,1,1,183021.06,Churn
638,Germany,Female,41,144326.09,1,1,73979.85,Churn
850,Germany,Male,27,101278.25,2,1,26265.18,Stay
741,Germany,Female,19,108711.57,2,1,24857.25,Stay
689,Spain,Male,73,108555.07,1,0,167969.15,Stay
743,Germany,Female,35,146781.24,1,1,189307.7,Stay
493,France,Female,36,0,2,0,99770.3,Stay
416,Spain,Male,35,0,1,0,119712.78,Stay
725,France,Female,25,0,2,1,168607.74,Stay
497,France,Male,34,0,2,1,83087.13,Stay
537,Germany,Male,66,103291.25,2,1,130664.79,Stay
706,Spain,Female,29,209490.21,1,1,133267.69,Churn
651,Spain,Male,38,0,3,1,67029.82,Churn
720,France,Male,33,0,2,0,141031.08,Stay
797,France,Male,45,0,1,0,125110.02,Stay
543,Spain,Male,23,0,2,1,117832.39,Stay
454,France,Male,34,0,2,1,198817.72,Stay
691,France,Male,37,149405.18,1,1,146411.6,Stay
510,France,Female,52,191665.21,1,1,131312.56,Churn
792,Spain,Female,40,0,1,1,141652.2,Stay
721,France,Male,41,135071.12,1,1,64477.25,Stay
765,France,Male,41,0,2,0,191215.61,Stay
850,Spain,Male,39,0,2,1,37090.44,Stay
681,Germany,Male,38,181804.34,2,1,57517.71,Stay
586,France,Female,60,47020.65,2,0,63241.21,Churn
753,France,Female,36,128518.98,1,1,44567.83,Churn
593,Germany,Female,38,142658.04,2,0,135337.11,Stay
674,France,Female,21,120150.39,2,1,33964.03,Stay
610,France,Female,35,81905.95,1,1,61623.19,Stay
652,France,Male,26,137998.2,2,0,168989.77,Stay
850,Germany,Female,26,123126.29,1,1,74425.41,Stay
740,France,Female,51,0,2,1,178929.84,Stay
637,Germany,Male,43,135645.29,2,0,101382.86,Churn
685,Spain,Male,31,122449.31,2,1,180769.55,Stay
558,Spain,Male,40,161766.87,1,0,92378.54,Stay
677,France,Female,37,0,2,1,38252.25,Stay
592,Germany,Male,36,123187.51,1,0,146111.35,Stay
652,Germany,Male,36,150956.71,1,0,72350.17,Stay
662,Spain,Female,42,105021.28,1,1,48242.38,Stay
543,France,Male,64,0,2,1,148305.82,Stay
675,Spain,Female,50,133204.91,1,0,8270.06,Stay
643,Spain,Female,35,0,2,1,41549.64,Stay
611,Germany,Female,49,115488.52,2,1,138656.81,Churn
412,France,Male,29,0,2,0,12510.53,Stay
638,Spain,Male,41,0,2,1,43889.41,Stay
824,Spain,Female,38,0,2,1,192800.25,Stay
683,France,Female,40,0,2,0,75762,Stay
562,Germany,Female,39,130565.02,1,1,9854.72,Churn
599,France,Female,41,91328.71,1,1,115724.78,Stay
753,France,Male,35,0,2,1,106303.4,Stay
594,France,Male,50,81310.34,1,1,183868.01,Stay
657,France,Male,34,107136.6,1,1,153895.46,Stay
716,Spain,Male,34,0,1,1,66695.71,Stay
850,France,Male,43,0,2,1,173851.11,Stay
664,France,Male,46,0,1,1,177423.02,Churn
558,France,Male,33,108477.49,1,1,109096.71,Churn
606,Germany,Male,40,144757.97,2,1,166656.18,Stay
776,Spain,Male,33,0,2,1,176921,Stay
557,Spain,Male,36,113110.26,1,1,98413.1,Stay
614,France,Female,27,106414.57,2,0,77500.81,Stay
620,Spain,Male,42,106920.91,1,0,119747.08,Stay
695,Spain,Male,35,0,2,1,160387.98,Stay
729,Germany,Female,39,131513.26,1,1,193715,Stay
571,France,Female,53,0,2,1,28045.77,Stay
457,France,Male,40,134320.23,2,1,150757.35,Stay
559,France,Female,29,79715.36,1,1,82252.28,Stay
664,France,Female,38,74306.19,2,1,154395.56,Stay
500,Spain,Female,50,0,4,1,83866.35,Churn
782,Germany,Male,42,126428.38,1,1,39830.1,Stay
708,Spain,Male,38,99640.89,1,1,12429.22,Stay
681,France,Male,43,66338.68,1,1,18772.5,Churn
674,Spain,Female,39,0,2,1,9574.83,Stay
697,Spain,Male,43,128226.37,1,0,188486.94,Stay
774,France,Female,26,0,2,1,64716.08,Stay
624,France,Male,36,0,2,0,84749.96,Stay
747,Spain,Male,37,0,2,0,180551.76,Stay
715,France,Female,32,0,2,1,60907.49,Stay
808,France,Male,24,122168.65,1,1,174107.04,Stay
678,France,Female,43,178074.33,1,0,110405.9,Stay
813,Germany,Male,59,135078.41,1,1,187636.06,Churn
687,Spain,Male,38,69434.4,2,1,66580.13,Churn
832,France,Female,29,0,2,1,178779.52,Stay
668,France,Male,72,0,2,1,70783.61,Stay
526,Germany,Male,34,122726.56,1,1,46772.36,Stay
457,France,Female,38,164496.99,1,1,163327.27,Stay
649,Spain,Female,38,0,1,1,103760.53,Stay
669,France,Female,41,150219.41,2,0,107839.03,Stay
668,France,Male,42,187534.79,1,1,32900.41,Churn
466,France,Female,30,0,1,1,193984.6,Stay
685,France,Male,30,0,2,1,140889.32,Stay
610,France,Male,34,103108.17,1,0,125646.82,Stay
582,Germany,Female,50,96486.57,2,1,20344.02,Stay
702,Germany,Male,36,90560.48,2,1,174268.87,Stay
556,Spain,Male,46,131764.96,1,1,108500.66,Churn
812,Spain,Female,24,92476.88,1,0,83247.14,Stay
645,Germany,Male,47,152076.93,1,1,121840.2,Churn
809,France,Male,43,0,2,1,132908.07,Stay
560,France,Male,49,0,1,1,100075.1,Churn
744,France,Male,29,43504.42,1,1,119327.75,Stay
731,Spain,Female,39,0,2,1,136737.13,Stay
471,Spain,Female,28,0,2,1,22356.97,Stay
686,Germany,Female,38,93569.86,3,0,10137.34,Churn
668,Spain,Male,45,102486.21,2,1,158379.25,Stay
575,France,Male,36,0,1,0,94570.56,Stay
435,Germany,Male,37,114346.3,1,0,980.93,Churn
743,France,Male,23,110203.77,1,1,95583.45,Stay
580,France,Female,39,128362.59,1,1,86044.98,Stay
599,Germany,Female,49,143888.22,2,1,166236.38,Churn
534,Spain,Male,34,170600.78,1,0,5240.53,Stay
680,France,Female,32,0,1,1,150684.23,Stay
631,Spain,Female,46,0,2,1,129508.96,Stay
485,France,Female,39,75339.64,1,1,70665.16,Stay
699,France,Female,40,122038.34,1,1,102085.35,Stay
712,France,Male,34,0,2,1,195052.12,Stay
603,France,Male,51,186825.57,1,1,93739.71,Churn
850,France,Male,40,124788.18,1,1,65612.12,Stay
584,France,Female,41,0,2,1,160095.48,Stay
604,France,Female,71,0,2,1,49506.82,Stay
586,France,Male,51,138553.57,1,1,92406.22,Stay
467,Spain,Male,39,0,2,1,7415.96,Stay
520,France,Male,35,105387.89,1,1,25059.06,Stay
683,Spain,Male,40,95053.1,1,1,116816.54,Churn
557,France,Male,36,0,1,0,144078.02,Stay
613,Spain,Female,32,0,2,0,126675.62,Stay
786,France,Male,34,137361.96,1,0,183682.09,Stay
593,Spain,Male,32,158537.42,1,1,166850.57,Stay
670,Spain,Female,29,0,2,1,27359.19,Stay
657,Germany,Female,48,143595.87,1,0,101314.65,Churn
718,Germany,Male,32,169947.41,2,1,27979.16,Stay
623,France,Female,24,148167.83,2,1,109470.34,Stay
496,France,Male,31,0,2,1,93713.13,Stay
429,France,Female,39,48023.83,1,1,74870.99,Stay
606,France,Male,36,155655.46,1,1,192387.51,Churn
499,France,Female,46,0,2,1,73457.55,Stay
642,France,Male,62,0,2,1,61120.75,Stay
641,France,Female,52,0,1,1,90964.54,Churn
673,France,Male,32,121240.76,1,1,116969.73,Stay
570,France,Female,36,0,2,1,92118.75,Stay
472,France,Female,37,0,2,1,48357.9,Stay
550,Germany,Male,35,129847.75,2,1,197325.4,Stay
625,Germany,Female,55,118772.71,4,0,135853.62,Churn
516,France,Male,46,0,2,1,169122.54,Stay
682,Germany,Male,32,105163.88,2,1,164170.46,Stay
620,France,Male,28,0,2,1,199909.32,Stay
626,France,Female,39,0,2,1,83295.09,Stay
623,France,Female,29,0,2,0,39382.06,Stay
569,France,Female,35,93934.63,1,1,184748.23,Stay
724,France,Female,69,117866.92,1,1,62280.91,Stay
678,France,Female,55,0,1,0,196794.11,Churn
713,Spain,Female,26,122857.46,2,1,144682.17,Churn
631,France,Male,32,0,2,0,196342.66,Stay
846,France,Female,37,127103.97,1,1,41516.44,Stay
660,France,Female,43,0,1,0,112026.1,Churn
567,France,Male,54,96402.96,1,0,52035.29,Churn
731,France,Male,31,132512.26,1,1,185466.85,Stay
693,Spain,Male,47,107604.66,1,1,80149.27,Stay
772,France,Male,34,0,2,1,170980.86,Stay
657,France,Male,38,0,2,1,185827.74,Stay
774,Germany,Male,34,120875.23,2,0,113407.26,Stay
667,France,Female,37,71786.9,2,1,67734.79,Stay
516,France,Female,37,113143.12,1,0,3363.36,Stay
551,Spain,Male,49,150777.72,2,1,135757.27,Stay
542,Spain,Male,35,174894.53,1,1,22314.55,Stay
623,France,Male,28,0,1,0,129526.57,Stay
701,France,Female,43,160416.56,1,0,37266.43,Stay
583,France,Male,48,91246.53,1,1,60017.46,Churn
731,Spain,Male,46,0,2,1,153015.42,Stay
461,France,Female,35,0,1,1,54209.02,Stay
702,Germany,Female,23,98775.23,1,1,114603.96,Stay
565,Germany,Female,47,139756.12,1,1,165849.49,Churn
711,Spain,Male,42,177626.77,3,0,16392.72,Churn
664,France,Male,54,0,1,1,162719.69,Churn
518,Spain,Male,50,0,1,0,107112.25,Churn
728,Spain,Male,42,0,2,0,41823.22,Stay
585,Germany,Male,37,152496.82,1,1,99907.29,Stay
573,France,Male,52,0,2,0,178229.04,Stay
568,Germany,Male,26,112930.28,2,1,22095.73,Stay
602,Germany,Female,26,113674.2,1,1,197861.16,Churn
603,France,Male,44,0,1,1,138328.24,Stay
687,France,Male,38,144450.58,1,0,137276.83,Stay
741,France,Male,52,171236.3,2,0,21834.4,Churn
469,Spain,Male,37,96776.49,1,1,119890.86,Stay
477,Germany,Female,58,145984.92,1,1,24564.7,Stay
737,Germany,Male,43,96353.8,1,0,10209.8,Stay
835,France,Male,25,0,2,1,83449.65,Stay
717,Germany,Female,33,115777.23,1,1,81508.1,Stay
562,France,Female,51,122822,2,0,32626.21,Stay
758,Spain,Male,61,0,2,1,43982.41,Stay
408,France,Male,40,0,2,0,124874.23,Stay
650,Spain,Female,32,79450.09,1,1,118324.75,Stay
582,Germany,Male,33,122394,1,1,22113.93,Stay
706,Spain,Female,43,0,2,1,31962.77,Stay
567,Germany,Male,41,134378.89,1,1,105746.94,Stay
720,France,Male,29,0,2,1,39925.52,Stay
631,Spain,Female,31,88161.85,2,1,127630.88,Stay
623,Spain,Male,41,142412.13,1,1,28778.98,Stay
514,France,Male,35,121030.9,1,1,10008.68,Stay
650,Germany,Female,35,165982.43,2,1,24482.16,Stay
673,Spain,Female,35,0,2,1,98618.79,Stay
504,France,Female,32,206663.75,1,0,16281.94,Stay
723,Germany,Male,37,94661.53,2,1,121239.65,Stay
645,France,Male,25,174400.36,1,1,42669.37,Stay
664,Spain,Male,41,123428.69,1,1,164924.11,Stay
760,Spain,Male,43,175735.5,1,1,157337.29,Stay
766,Spain,Male,36,78381.13,1,0,153831.6,Stay
634,France,Male,37,115345.86,2,0,168781.8,Stay
640,Germany,Female,31,118613.34,1,1,168469.65,Stay
784,Germany,Male,28,109960.06,2,1,170829.87,Stay
547,Germany,Female,42,142703.4,1,1,86207.49,Churn
608,Germany,Female,40,121729.42,1,0,61164.45,Stay
547,France,Female,35,0,1,1,133287.73,Stay
612,France,Female,43,139496.35,2,1,77128.23,Stay
573,Spain,Male,28,0,2,0,77660.03,Stay
615,Spain,Male,32,138521.83,1,1,56897.1,Stay
710,France,Female,33,0,2,1,72945.32,Stay
674,Germany,Female,38,83727.68,1,1,45418.12,Stay
702,Spain,Female,38,0,2,1,158527.45,Stay
616,France,Male,37,0,1,1,111312.96,Stay
688,Spain,Male,32,124179.3,1,1,138759.15,Stay
605,France,Male,36,128829.25,1,1,190588.59,Stay
676,France,Male,33,171490.78,1,0,79099.64,Stay
708,Spain,Male,33,0,2,1,138613.21,Stay
745,Spain,Female,38,0,2,1,194230.82,Stay
661,Spain,Male,20,0,1,1,110252.53,Stay
726,France,Male,31,0,2,1,106117.3,Stay
475,France,Male,40,160818.08,1,0,169642.13,Churn
751,Germany,Male,54,156367.6,2,0,116179.92,Stay
645,Germany,Female,59,121669.93,2,0,91.75,Churn
775,France,Male,42,133970.22,2,0,187839.9,Stay
540,France,Male,41,0,2,1,121098.65,Stay
591,France,Female,34,96127.27,1,0,30972.06,Stay
596,Spain,Male,60,121907.97,1,0,30314.04,Stay
573,Spain,Male,41,0,2,0,14479.29,Stay
577,Spain,Male,31,0,1,1,196395.25,Stay
830,Germany,Female,40,77701.64,1,0,19512.38,Stay
663,France,Male,67,0,3,1,72318.77,Stay
421,France,Male,34,0,2,1,96615.23,Stay
718,Spain,Male,34,113922.44,2,1,30772.22,Stay
655,Germany,Female,61,183997.7,2,1,161217.18,Stay
712,France,Male,23,0,2,0,66795.78,Stay
663,France,Male,28,0,2,1,123969.64,Stay
640,France,Female,47,89799.46,2,0,13783.77,Churn
577,Spain,Male,29,0,1,1,168924.41,Stay
546,Spain,Female,36,85660.96,1,0,134778.01,Stay
802,Germany,Male,37,115569.21,1,0,119782.89,Stay
590,France,Female,45,81828.22,1,1,52167.97,Stay
594,Germany,Male,18,132694.73,1,1,167689.56,Stay
577,Spain,Male,51,108867,1,0,140800.66,Churn
541,France,Male,39,0,2,1,19823.02,Stay
781,France,Female,27,0,2,0,72969.9,Stay
806,Germany,Male,34,96152.68,2,1,143711.02,Stay
723,Germany,Female,49,153855.52,1,1,180862.26,Churn
535,France,Male,45,0,2,1,125658.28,Stay
768,France,Female,36,141334.95,1,0,125870.5,Stay
653,Germany,Male,41,104584.11,1,1,15126.32,Churn
803,Germany,Female,50,98173.02,1,0,22457.25,Churn
545,Spain,Female,44,0,2,1,82614.89,Stay
581,Germany,Female,38,135157.05,1,1,32919.42,Stay
513,Germany,Female,49,171601.27,1,1,126223.84,Stay
731,France,Male,29,179539.2,1,0,112010.02,Stay
727,Germany,Male,39,80615.46,2,0,180962.32,Stay
560,Spain,Male,47,0,1,0,128882.66,Churn
766,Germany,Male,27,126285.73,1,1,177614.17,Churn
630,Germany,Female,23,137964.51,1,0,174570.55,Stay
652,Germany,Male,41,159434.03,1,1,178373.93,Stay
729,Germany,Male,40,113574.61,2,1,103396.08,Stay
629,France,Female,33,0,2,1,59129.72,Stay
667,Germany,Male,33,124573.33,2,0,683.37,Stay
671,Germany,Female,31,105864.6,2,1,145567.34,Stay
768,Germany,Female,47,104552.61,1,1,48137.08,Churn
732,France,Female,35,0,2,1,90876.95,Stay
546,France,Female,30,0,2,0,198543.09,Stay
630,France,Male,55,0,1,1,106202.07,Churn
765,Germany,Female,46,119492.88,2,0,166896.01,Churn
704,France,Female,33,130499.09,2,1,74804.36,Stay
470,Spain,Female,48,140576.11,1,1,116971.05,Stay
688,Germany,Female,34,91025.58,2,0,163783,Stay
685,France,Female,33,0,3,0,70221.13,Churn
567,France,Female,38,125877.65,2,1,107841.77,Stay
720,Spain,Male,64,45752.78,2,1,79623.28,Churn
609,France,Male,39,121778.71,1,1,138399.67,Stay
521,Germany,Female,49,127948.57,1,1,182765.14,Stay
556,France,Female,30,0,2,1,186648.19,Stay
662,Germany,Male,30,115286.68,2,1,149587.92,Stay
704,Germany,Male,41,62078.21,2,1,129050.67,Stay
750,France,Female,38,0,2,1,47764.99,Stay
619,Spain,Female,32,175406.13,2,1,172792.43,Churn
468,Spain,Male,26,131643.25,1,1,64436.16,Stay
435,Germany,Male,44,151739.65,1,1,167461.5,Stay
529,France,Male,43,93616.35,2,0,98348.66,Stay
702,Germany,Female,60,138597.54,2,1,41536.59,Churn
608,France,Female,41,0,2,1,72462.25,Stay
576,France,Male,40,0,2,1,112465.19,Churn
666,France,Female,27,85225.21,1,0,64511.44,Stay
730,France,Female,36,148749.29,2,1,91830.75,Stay
647,Germany,Male,52,130013.12,1,1,190806.36,Churn
516,Spain,Female,27,0,1,0,112311.15,Stay
711,France,Female,81,0,2,1,72276.24,Stay
736,France,Male,54,111729.47,2,0,84920.49,Stay
768,France,Female,36,180169.44,2,1,17348.56,Stay
427,Spain,Male,40,0,2,1,82870.75,Stay
686,Spain,Female,47,0,1,1,32080.69,Churn
690,France,Female,42,0,2,0,120512.08,Stay
647,Spain,Female,29,0,2,1,179032.68,Stay
714,France,Male,35,0,2,1,95623.28,Stay
736,Germany,Female,36,103914.17,1,1,110035.88,Churn
608,France,Female,34,88772.87,1,1,168822.01,Stay
809,France,Female,39,0,1,1,77705.75,Stay
745,France,Female,40,131184.67,1,1,49815.62,Stay
781,France,Male,38,117810.79,1,0,65632.33,Churn
527,France,Male,31,0,1,1,169361.89,Stay
595,Germany,Female,32,92466.21,1,1,4721.3,Stay
850,Germany,Female,38,102741.15,2,0,23974.85,Stay
569,France,Male,37,178755.84,1,1,199929.17,Stay
728,France,Male,43,0,2,1,40023.7,Stay
473,Germany,Female,32,146602.25,2,1,72946.95,Stay
738,France,Male,29,0,2,1,170421.13,Stay
